mission,country,base,date,year,latitude,longitude,pko_deployed,mltipko_deployed,contributing_countries,untrp,unpol,unmob,f_untrp,f_unpol,f_unmob,afr_pko,afr_untrp,afr_unpol,afr_unmob,asian_pko,asian_untrp,asian_unpol,asian_unmob,west_pko,west_untrp,west_unpol,west_unmob,cc_present,afr_cc,asian_cc,west_cc,albania,albania_pko,albania_untrp,albania_unpol,albania_unmob,bangladesh,bangladesh_pko,bangladesh_untrp,bangladesh_unpol,bangladesh_unmob,belgium,belgium_pko,belgium_untrp,belgium_unpol,belgium_unmob,benin,benin_pko,benin_untrp,benin_unpol,benin_unmob,bolivia,bolivia_pko,bolivia_untrp,bolivia_unpol,bolivia_unmob,burkina.faso,burkina.faso_pko,burkina.faso_untrp,burkina.faso_unpol,burkina.faso_unmob,burundi,burundi_pko,burundi_untrp,burundi_unpol,burundi_unmob,cambodia,cambodia_pko,cambodia_untrp,cambodia_unpol,cambodia_unmob,cameroon,cameroon_pko,cameroon_untrp,cameroon_unpol,cameroon_unmob,canada,canada_pko,canada_untrp,canada_unpol,canada_unmob,chad,chad_pko,chad_untrp,chad_unpol,chad_unmob,china,china_pko,china_untrp,china_unpol,china_unmob,congo,congo_pko,congo_untrp,congo_unpol,congo_unmob,cote.d.ivoire,cote.d.ivoire_pko,cote.d.ivoire_untrp,cote.d.ivoire_unpol,cote.d.ivoire_unmob,democratic.republic.of.the.congo,democratic.republic.of.the.congo_pko,democratic.republic.of.the.congo_untrp,democratic.republic.of.the.congo_unpol,democratic.republic.of.the.congo_unmob,djibouti,djibouti_pko,djibouti_untrp,djibouti_unpol,djibouti_unmob,egypt,egypt_pko,egypt_untrp,egypt_unpol,egypt_unmob,el.salvador,el.salvador_pko,el.salvador_untrp,el.salvador_unpol,el.salvador_unmob,ethiopia,ethiopia_pko,ethiopia_untrp,ethiopia_unpol,ethiopia_unmob,france,france_pko,france_untrp,france_unpol,france_unmob,gabon,gabon_pko,gabon_untrp,gabon_unpol,gabon_unmob,gambia,gambia_pko,gambia_untrp,gambia_unpol,gambia_unmob,germany,germany_pko,germany_untrp,germany_unpol,germany_unmob,ghana,ghana_pko,ghana_untrp,ghana_unpol,ghana_unmob,guatemala,guatemala_pko,guatemala_untrp,guatemala_unpol,guatemala_unmob,guinea,guinea_pko,guinea_untrp,guinea_unpol,guinea_unmob,india,india_pko,india_untrp,india_unpol,india_unmob,indonesia,indonesia_pko,indonesia_untrp,indonesia_unpol,indonesia_unmob,ireland,ireland_pko,ireland_untrp,ireland_unpol,ireland_unmob,japan,japan_pko,japan_untrp,japan_unpol,japan_unmob,jordan,jordan_pko,jordan_untrp,jordan_unpol,jordan_unmob,kenya,kenya_pko,kenya_untrp,kenya_unpol,kenya_unmob,korea,korea_pko,korea_untrp,korea_unpol,korea_unmob,liberia,liberia_pko,liberia_untrp,liberia_unpol,liberia_unmob,malawi,malawi_pko,malawi_untrp,malawi_unpol,malawi_unmob,mauritania,mauritania_pko,mauritania_untrp,mauritania_unpol,mauritania_unmob,mongolia,mongolia_pko,mongolia_untrp,mongolia_unpol,mongolia_unmob,montenegro,montenegro_pko,montenegro_untrp,montenegro_unpol,montenegro_unmob,morocco,morocco_pko,morocco_untrp,morocco_unpol,morocco_unmob,mozambique,mozambique_pko,mozambique_untrp,mozambique_unpol,mozambique_unmob,namibia,namibia_pko,namibia_untrp,namibia_unpol,namibia_unmob,nepal,nepal_pko,nepal_untrp,nepal_unpol,nepal_unmob,netherlands,netherlands_pko,netherlands_untrp,netherlands_unpol,netherlands_unmob,niger,niger_pko,niger_untrp,niger_unpol,niger_unmob,nigeria,nigeria_pko,nigeria_untrp,nigeria_unpol,nigeria_unmob,norway,norway_pko,norway_untrp,norway_unpol,norway_unmob,pakistan,pakistan_pko,pakistan_untrp,pakistan_unpol,pakistan_unmob,peru,peru_pko,peru_untrp,peru_unpol,peru_unmob,philippines,philippines_pko,philippines_untrp,philippines_unpol,philippines_unmob,portugal,portugal_pko,portugal_untrp,portugal_unpol,portugal_unmob,romania,romania_pko,romania_untrp,romania_unpol,romania_unmob,russia,russia_pko,russia_untrp,russia_unpol,russia_unmob,rwanda,rwanda_pko,rwanda_untrp,rwanda_unpol,rwanda_unmob,senegal,senegal_pko,senegal_untrp,senegal_unpol,senegal_unmob,sierra.leone,sierra.leone_pko,sierra.leone_untrp,sierra.leone_unpol,sierra.leone_unmob,south.africa,south.africa_pko,south.africa_untrp,south.africa_unpol,south.africa_unmob,south.korea,south.korea_pko,south.korea_untrp,south.korea_unpol,south.korea_unmob,sri.lanka,sri.lanka_pko,sri.lanka_untrp,sri.lanka_unpol,sri.lanka_unmob,sweden,sweden_pko,sweden_untrp,sweden_unpol,sweden_unmob,tanzania,tanzania_pko,tanzania_untrp,tanzania_unpol,tanzania_unmob,thailand,thailand_pko,thailand_untrp,thailand_unpol,thailand_unmob,togo,togo_pko,togo_untrp,togo_unpol,togo_unmob,tunisia,tunisia_pko,tunisia_untrp,tunisia_unpol,tunisia_unmob,uk,uk_pko,uk_untrp,uk_unpol,uk_unmob,ukraine,ukraine_pko,ukraine_untrp,ukraine_unpol,ukraine_unmob,uruguay,uruguay_pko,uruguay_untrp,uruguay_unpol,uruguay_unmob,vietnam,vietnam_pko,vietnam_untrp,vietnam_unpol,vietnam_unmob,yugoslavia,yugoslavia_pko,yugoslavia_untrp,yugoslavia_unpol,yugoslavia_unmob,zambia,zambia_pko,zambia_untrp,zambia_unpol,zambia_unmob
UNAMSIL,Sierra Leone,lago,2003-09-01,2003,8.05000000000007,-11.1166669999999,280.3333333333333,0,1,275,2.33333333333333,3,0,0,0,280.3333333333333,275,2.33333333333333,3,0,0,0,0,0,0,0,0,zambia,zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.3333333333333,275,2.33333333333333,3
UNAMSIL,Sierra Leone,lungi,2003-01-01,2003,8.64083300000004,-13.221944,857.2670940170937,0,3,831.2606837606834,6.897435897435898,19.108974358974383,0,0,0,475.1666666666667,466.8333333333333,4.333333333333333,4,39.4615384615385,39.20512820512817,0.06410256410256417,0.19230769230769165,342.63888888888874,325.22222222222234,2.5,14.9166666666667,bangladesh|ghana|russia|ukraine,0|ghana,0|bangladesh,russia|ukraine,0,0,0,0,0,0.16666666666666666,39.4615384615385,39.20512820512817,0.06410256410256417,0.19230769230769165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,475.1666666666667,466.8333333333333,4.333333333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.83333333333334,114.08333333333333,2.5,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.80555555555543,211.138888888889,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,lunsar,2003-01-01,2003,8.68333300000006,-12.533333,303.53678266178264,0,1.1666666666666667,301.6840659340659,0.5583028083028084,1.2944139194139201,0,0,0,264.0752442002442,262.47893772893775,0.4942002442002444,1.1021062271062285,39.4615384615385,39.20512820512817,0.06410256410256417,0.19230769230769165,0,0,0,0,bangladesh|nigeria,nigeria,0|bangladesh,0,0,0,0,0,0,0.16666666666666666,39.4615384615385,39.20512820512817,0.06410256410256417,0.19230769230769165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264.0752442002442,262.47893772893775,0.4942002442002444,1.1021062271062285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,magbuntoso,2003-01-01,2003,8.45000000000005,-12.85,217.46666666666667,0,1,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,217.46666666666667,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,0,0,0,0,0,kenya,kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217.46666666666667,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,magburaka,2003-01-01,2003,8.71666700000003,-11.9499999999999,598.510198135198,11.375,1.8333333333333333,582.9681478243979,4.072207653457654,11.46984265734266,0,0,0,3.3489583333333335,0.010416666666666666,1.3177083333333333,2.0208333333333335,589.869573135198,582.5723144910645,1.4367909867909883,5.8604676573426575,3.5625,0.3854166666666667,1.078125,2.0989583333333335,bangladesh,0,bangladesh,0,0,0,0,0,0,2.8333333333333335,587.135198135198,582.4160644910645,0.64512432012432,4.0740093240093245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,makeni,2003-01-01,2003,8.88333300000005,-12.05,241.1181734931736,13.81944444444445,2,226.72462375587375,4.033867752617753,10.359681984681991,0,0,0,177.1880914224664,172.4893543956044,1.6382974664224674,3.0604395604395593,57.48563762626272,53.75263047138044,0.9806397306397301,2.7523674242424243,4.340277777777779,0.48263888888888884,1.175347222222222,2.6822916666666665,bangladesh|nigeria,0|nigeria,0|bangladesh,0,0,0,0,0,0,0.3333333333333333,54.070707070707165,53.526936026936,0.063973063973064,0.47979797979797917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,173.2280219780219,172.47893772893775,0.18864468864468883,0.560439560439561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,makite,2003-03-01,2003,8.45250000000004,-12.676389,209.735,0,1,205.16,2.34,2.2350000000000003,0,0,0,209.735,205.16,2.34,2.2350000000000003,0,0,0,0,0,0,0,0,kenya,kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209.735,205.16,2.34,2.2350000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,mano,2003-03-01,2003,7.90000000000003,-11.3,280.4761904761904,0,1,274.7142857142857,2.4761904761904727,3.285714285714283,0,0,0,280.4761904761904,274.7142857142857,2.4761904761904727,3.285714285714283,0,0,0,0,0,0,0,0,zambia,zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.4761904761904,274.7142857142857,2.4761904761904727,3.285714285714283
UNAMSIL,Sierra Leone,masiaka,2003-01-01,2003,8.48333300000007,-12.7666669999999,217.46666666666667,0,1,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,217.46666666666667,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,0,0,0,0,0,kenya,kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217.46666666666667,212.96666666666667,2.158333333333333,2.341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,masingbi,2003-01-01,2003,8.63333300000005,-11.466667,212.79275270184374,0,1,211.15518118245382,0.23769866497139236,1.3998728544183072,0,0,0,0,0,0,0,212.79275270184374,211.15518118245382,0.23769866497139236,1.3998728544183072,0,0,0,0,bangladesh,0,bangladesh,0,0,0,0,0,0,1,212.79275270184374,211.15518118245382,0.23769866497139236,1.3998728544183072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,mile 91,2003-01-01,2003,8.466667,-12.216667,206.4350233100234,11.375,1.75,194.11099941724933,3.6449737762237757,8.679050116550123,0,0,0,3.3489583333333335,0.010416666666666666,1.3177083333333333,2.0208333333333335,197.7943983100234,193.715166083916,1.0095571095571092,3.069675116550115,3.5625,0.3854166666666667,1.078125,2.0989583333333335,0|bangladesh,0,0|bangladesh,0,0,0,0,0,0,0.9166666666666666,195.0600233100234,193.558916083916,0.21789044289044301,1.2832167832167816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNAMSIL,Sierra Leone,moyamba,2003-01-01,2003,8.16666700000007,-12.4333329999999,205.91527777777782,13.81944444444445,2,188.06875,6.210416666666667,11.63611111111111,0,0,0,3.960069444444445,0.010416666666666666,1.4496527777777777,2.5,195.51076388888885,187.5756944444445,3.345833333333333,4.589236111111112,4.340277777777779,0.48263888888888884,1.175347222222222,2.6822916666666665,nepal,0,nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192.09583333333333,187.35,2.4291666666666667,2.316666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
